genus	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
Quercicola	litter_saprotroph				leaf/fruit/seed		non-aquatic		Quercus	filamentous_mycelium						
Xenoastrosphaeriella	unspecified_saprotroph						non-aquatic			filamentous_mycelium						
Corylicola	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Leucaenicola	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Corynesporasca	litter_saprotroph				leaf/fruit/seed		non-aquatic		Caryota	filamentous_mycelium						
Synfenestella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Pseudoconiothyrium							non-aquatic			filamentous_mycelium						
Sphaeronaema										filamentous_mycelium						
Vandijckomycella	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Chromolaenicola	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Neptunomyces							aquatic		algae	filamentous_mycelium						
Pseudodidymocyrtis	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Triseptata	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pseudomurilentithecium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Ochraceocephala	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Pseudoleptosphaeria	plant_pathogen	wood_saprotroph		wood_pathogen	wood		non-aquatic		Populus	filamentous_mycelium						
Sclerenchymomyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Ligninsphaeriopsis										filamentous_mycelium						
Submerspora	wood_saprotroph				wood		freshwater			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Kiskunsagia	root_endophyte		root_endophyte		roots		non-aquatic									
Paramassaria	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Neohelicascus	wood_saprotroph				wood		freshwater			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Neomedicopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Pseudohelminthosporium	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Brunneofusispora	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Lonicericola	wood_saprotroph				wood					filamentous_mycelium						
Paramonodictys	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Paralophiostoma																
Pleopunctum	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Amarenomyces	unspecified_saprotroph						non-aquatic			filamentous_mycelium						
Bhagirathimyces	unspecified_saprotroph						partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Brunneomurispora	wood_saprotroph				wood					filamentous_mycelium						
Hydeopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Jeremyomyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Kwanghwana	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Murichromolaenicola	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Neoophiobolus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Neostagonosporella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Paraleptospora	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Paraloratospora	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Phaeoseptoriella	plant_pathogen			leaf/fruit/seed_pathogen						filamentous_mycelium						
Pseudoophiosphaerella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pseudostaurosphaeria	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Wingfieldomyces	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed					filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Vittaliana	wood_saprotroph				wood		marine		Avicennia	filamentous_mycelium						
Pseudoastrosphaeriellopsis	wood_saprotroph				wood					filamentous_mycelium						
Pseudomassarina	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Xenopyrenochaetopsis	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pseudoroussoella	wood_saprotroph				"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Setoarthopyrenia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Xenoroussoella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Longicorpus	unspecified_saprotroph								Arecaceae	filamentous_mycelium						
Striatiguttula	unspecified_saprotroph								Arecaceae	filamentous_mycelium						
Parasulcatispora	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Halotestudina	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Chromolaenomyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pseudothyridariella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Dichoporis	lichenized						non-aquatic			thallus_photosynthetic						
Phyllocharis	lichenized						non-aquatic			thallus_photosynthetic						
Phyllocraterina	lichenized						non-aquatic			thallus_photosynthetic						
Phylloporis	lichenized						non-aquatic			thallus_photosynthetic						
Puiggariella	lichenized						non-aquatic			thallus_photosynthetic						
Raciborskiella	lichenized						non-aquatic			thallus_photosynthetic						
Racoplaca	lichenized						non-aquatic			thallus_photosynthetic						
Serusiauxiella	lichenized						non-aquatic			thallus_photosynthetic						
Swinscowia	lichenized						non-aquatic			thallus_photosynthetic						
Tenuitholiascus	lichenized						non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed			trentepohlioid	Phycopeltis
Pseudobogoriella	lichenized	wood_saprotroph			wood		non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Schummia	lichenized						non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Camporesiomyces	wood_saprotroph				wood					filamentous_mycelium						
Kevinhydea	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Bellamyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Fuscohilum	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Helicopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Neofusicladium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Parafusicladium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Pinaceicola	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Sterila	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Dimerosporiopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Fagicola	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Fraxinicola	litter_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Laeviomyces	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"											
Ajellomyces	animal_parasite							animal_parasite/opportunistic_human_parasite		dimorphic_yeast						
Emydomyces	animal_parasite	animal_decomposer			animal_material	keratinolytic	partly_aquatic	vertebrate_parasite								
Pseudosclerococcum	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Bordea	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material		non-aquatic	arthropod_parasite		filamentous_mycelium	none	none				
Thaxterimyces	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material		non-aquatic	arthropod_parasite		filamentous_mycelium	none	none				
Burrowsia	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Allographa	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			trentepohlioid	
Cryptoschizotrema	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			trentepohlioid	
Pulchrocladia	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Myochroidea	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Neoprotoparmelia	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Namibialina	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Jocatoa	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			trentepohlioid	
Neofitzroyomyces	plant_pathogen			leaf/fruit/seed_pathogen					Nerium	filamentous_mycelium						
Neostictis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Atrophysma	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			cyanobacterial	
Dijigiella	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Hosseusiella	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Nevilleiella	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Rehmaniella	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Teuvoahtiana	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Upretia	lichenized						non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth			chlorococcoid	
Carneothele	lichenized						non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed			chlorococcoid	
Turquoiseomyces	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Eucalyptus	filamentous_mycelium						
Oidiopsis	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Typhulochaeta	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Arachnoscypha	unspecified_saprotroph									filamentous_mycelium						
Chrysodisca	wood_saprotroph				wood					filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Annabella	wood_saprotroph				wood					filamentous_mycelium						
Lawreyella	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Phaeangella	wood_saprotroph				wood					filamentous_mycelium						
Geocoryne	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Chaetoscypha	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Eubelonis	wood_saprotroph				wood					filamentous_mycelium						
Arboricolonus	plant_pathogen	wood_saprotroph		wood_pathogen	wood		non-aquatic		Prunus							
Asterocalyx	litter_saprotroph				leaf/fruit/seed											
Brefeldochium	wood_saprotroph				wood											
Kukwaea	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pachydisca	litter_saprotroph				leaf/fruit/seed											
Patinellaria	litter_saprotroph				leaf/fruit/seed											
Phragmonaevia																
Gamarada	root_endophyte	soil_saprotroph			soil					filamentous_mycelium						
Scolecolachnum	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		ferns	filamentous_mycelium						
Tubolachnum	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Tapesia	unspecified_saprotroph									filamentous_mycelium						
Phialina	unspecified_saprotroph									filamentous_mycelium						
Ploettnerula	unspecified_saprotroph									filamentous_mycelium						
Pseudolanzia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Staheliella	soil_saprotroph				soil					filamentous_mycelium						
Mycopappus	plant_pathogen			leaf/fruit/seed_pathogen												
Srinivasanomyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Aotearoamyces	wood_saprotroph				wood					filamentous_mycelium						
Blastosporium	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Nicotiana	filamentous_mycelium						
Heufleria																
Mycomelanea																
Triblidiopsis	wood_saprotroph	foliar_endophyte	foliar_endophyte		wood					filamentous_mycelium						
Ascophanus	dung_saprotroph				"dung,animal_material"	keratinolytic				filamentous_mycelium						
Dennisiopsis	dung_saprotroph				dung					filamentous_mycelium						
Geocavicola							non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Lasiocupulina	soil_saprotroph				soil					filamentous_mycelium						
Pseudocoprotus	dung_saprotroph				dung											
Pygmaeosphaera	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"											
Ascopersicus	unspecified_saprotroph															
Diploceras	plant_pathogen			leaf/fruit/seed_pathogen						filamentous_mycelium						
Disaeta	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Arbutus	filamentous_mycelium						
Distononappendiculata	unspecified_saprotroph									filamentous_mycelium						
Diversimediispora	soil_saprotroph				soil					filamentous_mycelium						
Nonappendiculata	litter_saprotroph									filamentous_mycelium						
Parabartalinia	litter_saprotroph									filamentous_mycelium						
Pseudosarcostroma									Osyris	filamentous_mycelium						
Xenoseimatosporium	unspecified_saprotroph									filamentous_mycelium						
Victoriomyces	soil_saprotroph				soil					filamentous_mycelium						
Miyoshiella	unspecified_saprotroph									filamentous_mycelium						
Neonawawia	litter_saprotroph				leaf/fruit/seed		freshwater			filamentous_mycelium						
Dactylidispora	soil_saprotroph				soil					filamentous_mycelium						
Echinusitheca	soil_saprotroph				soil					filamentous_mycelium						
Pseudomicrothecium	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Myrtonectria	plant_pathogen	wood_saprotroph		wood_pathogen	wood				Syzygium	filamentous_mycelium						
Myrtoporthe	plant_pathogen	wood_saprotroph		wood_pathogen	wood				Eucalyptus	filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Kamalia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Mallotus	filamentous_mycelium						
Flavignomonia	plant_pathogen	wood_saprotroph		wood_pathogen	wood				Rhus	filamentous_mycelium						
Septomelanconiella	wood_saprotroph				wood					filamentous_mycelium						
Sheathospora	plant_pathogen	wood_saprotroph		wood_pathogen	wood				Cornus	filamentous_mycelium						
Neophaeoappendicospora	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Neopseudomelanconis	unspecified_saprotroph									filamentous_mycelium						
Aquimonospora	wood_saprotroph				wood		freshwater			filamentous_mycelium						
Proliferophorum	wood_saprotroph				wood		freshwater			filamentous_mycelium						
Brunneochlamydosporium	soil_saprotroph				soil					filamentous_mycelium						
Brunneomyces	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Chlamydosporiella	unspecified_saprotroph									filamentous_mycelium						
Furcasterigmium	soil_saprotroph				soil					filamentous_mycelium						
Fuscohypha	soil_saprotroph				soil					filamentous_mycelium						
Musidium	plant_pathogen	root-associated	root-associated	root_pathogen	roots				Musa	filamentous_mycelium						
Nigrocephalum	animal_parasite							animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
Paragibellulopsis	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Paramusicillium	soil_saprotroph				soil					filamentous_mycelium						
Phialoparvum	soil_saprotroph				soil					filamentous_mycelium						
Sayamraella	soil_saprotroph				soil					filamentous_mycelium						
Summerbellia	soil_saprotroph				soil					filamentous_mycelium						
Theobromium									Theobroma	filamentous_mycelium						
Chrysonectria	wood_saprotroph				wood					filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pilonectria																
Helicocollum	animal_parasite							arthropod_parasite	scale_insects	filamentous_mycelium						
Nigelia	animal_parasite							arthropod_parasite		filamentous_mycelium						
Romanoa	soil_saprotroph				soil					filamentous_mycelium						
Neobaryopsis	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Kiflimonium	soil_saprotroph				soil					filamentous_mycelium						
Stephanoma	mycoparasite	fungal_decomposer			fungal_material					filamentous_mycelium						
Murinectria	unspecified_saprotroph									filamentous_mycelium						
Neoeucasphaeria							non-aquatic		Eucalyptus	filamentous_mycelium						
Parasarocladium							partly_aquatic			filamentous_mycelium						
Hyalinostachys	wood_saprotroph				wood					filamentous_mycelium						
Bifusisporella	foliar_endophyte	foliar_endophyte	foliar_endophyte							filamentous_mycelium						
Setameliola	plant_pathogen	epiphyte		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Amphitrite	wood_saprotroph				wood		marine			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Aniptosporopsis	wood_saprotroph				wood		aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Lautisporopsis	wood_saprotroph				wood		marine			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Paraaniptodera	wood_saprotroph				wood		marine			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Fairmania	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Synnematotriadelphia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	none	none				
Afroraffaelea	plant_pathogen	arthropod-associated		wood_pathogen			non-aquatic	arthropod-associated		filamentous_mycelium						
Neomonodictys	wood_saprotroph				wood		freshwater			filamentous_mycelium	none	none				
Allobotryotrichum	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Saccharum	filamentous_mycelium						
Episternus	animal_parasite						non-aquatic	arthropod_parasite	Onthophagus	filamentous_mycelium						
Guarroa	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Phaeobotrys	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Elbamycella	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		marine		seagrasses	filamentous_mycelium						
Neospadicoides	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		freshwater			filamentous_mycelium						
Allodiatrype	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Halocryptovalsa	wood_saprotroph				wood		marine			filamentous_mycelium						
Neoeutypella	wood_saprotroph				wood				Pinus	filamentous_mycelium						
Natonodosa	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Xenoanthostomella	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Alishanica	litter_saprotroph				leaf/fruit/seed				Miscanthus	filamentous_mycelium						
Buerenia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Myrrhidendron	dimorphic_yeast						
Lignomphalia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	agaricoid	gills				
Vanromburghia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	agaricoid	smooth				
Limacellopsis	soil_saprotroph				soil		non-aquatic			filamentous_mycelium	agaricoid	gills				
Zhuliangomyces	soil_saprotroph				soil		non-aquatic			filamentous_mycelium	agaricoid	gills				
Anupama	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	agaricoid	gills				
Rigidotubus	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
Sinohygrocybe	litter_saprotroph	soil_saprotroph			leaf/fruit/seed		non-aquatic			filamentous_mycelium	agaricoid	gills				
Paragymnopus	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	agaricoid	gills				
Pusillomyces	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	agaricoid	smooth				
Chrysomycena	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	agaricoid	gills				
Leucoinocybe	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	agaricoid	gills				
Pulverulina	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	agaricoid	gills				
Pleuromyces	wood_saprotroph				wood		non-aquatic		Fagus	filamentous_mycelium	agaricoid	gills				
Xerophorus	litter_saprotroph	soil_saprotroph			leaf/fruit/seed		non-aquatic			filamentous_mycelium	agaricoid	gills				
Gelacantha	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Grammatus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	hydnoid				
Hyalodon	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	hydnoid				
Hydrophana	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Mycostilla	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Myxariellum	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Ofella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Protoacia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	hydnoid				
Stypellopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	tremelloid	smooth				
Indoporus	ectomycorrhizal						non-aquatic			filamentous_mycelium	agaricoid	poroid				
Ionosporus	ectomycorrhizal						non-aquatic			filamentous_mycelium	agaricoid	poroid				
Longistriata	ectomycorrhizal						non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
Spongispora	ectomycorrhizal						non-aquatic			filamentous_mycelium	agaricoid	poroid				
Neoacladium	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	corticioid	smooth				
Bergerella	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	none	none				
Laeticorticium	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
Hydnoporia	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
Grandinia	wood_saprotroph				wood	white_rot	partly_aquatic			filamentous_mycelium	corticioid	hydnoid				
Ranadivia	wood_saprotroph				wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
Gloeoporellus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Resiniporus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Kusaghiporia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Hermanssonia	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
Hydnophanerochaete	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
Pappia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Stereophlebia	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium	corticioid	other				
Crepatura	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium						
Efibulella	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
Odontoefibula	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
Cinereomycetella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Dextrinoporus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Endopandanicola	foliar_endophyte	foliar_endophyte	foliar_endophyte				non-aquatic			filamentous_mycelium						
Murinicarpus							non-aquatic			filamentous_mycelium	polyporoid	poroid				
Pilatotrama	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
Szczepkamyces	wood_saprotroph				wood	white-rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
Amaropostia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Calcipostia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Cyanosporus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Cystidiopostia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Fuscopostia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Elaphroporia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
Trianguloporus																
Trullella	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
Parapterulicium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	clavarioid	smooth				
Confertextum	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	corticioid	smooth				
Gloeosoma	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	cyphelloid	other				
Matula	wood_saprotroph				wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
Agaricostilbum	litter_saprotroph		no_endophytic_capacity		leaf/fruit/seed		non-aquatic		Arecaceae	dimorphic_yeast	other					
Boekhoutia	epiphyte															
Pseudosterigmatospora	epiphyte															
Sterigmatospora	epiphyte															
Saccosoma	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	corticioid					
Halobasidium	unspecified		no_endophytic_capacity				aquatic			yeast	none	none				
Begerowomyces	epiphyte									yeast	none	none				
Robertozyma	soil_saprotroph				soil					yeast	none	none				
Lichenozyma	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			yeast	none	none				
Queiroziella	epiphyte		no_endophytic_capacity						Tilandsia	yeast	none	none				
Meniscomyces	epiphyte	soil_saprotroph			soil		non-aquatic			yeast	none	none				
Heitmania	epiphyte		no_endophytic_capacity				non-aquatic			yeast	none	none				
Krieglsteinera	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material		non-aquatic		Lasiophaeria	filamentous_mycelium	other					
Rosettozyma	epiphyte						non-aquatic			yeast	none	none				
